  Unnamed: 0_x,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights,Unnamed: 0_y,Lockheed Martin (Billion USD),General Dynamics (Billion USD),region
1806,Saudi Arabia,2008,0,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,14,42.7,29.3,Middle East/North Africa
1807,Saudi Arabia,2009,3,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,15,45.2,32.0,Middle East/North Africa
1808,Saudi Arabia,2010,0,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,16,45.7,32.5,Middle East/North Africa
1809,Saudi Arabia,2011,2,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,17,46.5,32.7,Middle East/North Africa
1810,Saudi Arabia,2012,6,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,18,47.2,31.5,Middle East/North Africa
1811,Saudi Arabia,2013,6,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,19,45.3,30.9,Middle East/North Africa
1812,Saudi Arabia,2014,14,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,20,45.6,30.8,Middle East/North Africa
1813,Saudi Arabia,2015,104,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,21,46.1,31.8,Middle East/North Africa
1814,Saudi Arabia,2016,134,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,22,47.2,30.6,Middle East/North Africa
1815,Saudi Arabia,2017,57,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,23,50.0,31.0,Middle East/North Africa
1816,Saudi Arabia,2018,94,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,24,53.8,36.2,Middle East/North Africa
1817,Saudi Arabia,2019,43,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,25,59.8,39.3,Middle East/North Africa
1818,Saudi Arabia,2020,60,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,26,65.4,38.0,Middle East/North Africa
1819,Saudi Arabia,2021,94,266578000000,16.2,Saudi Arabia,43.9,37.0,74.2,47.6,27,67.1,38.5,Middle East/North Africa
1820,Serbia,2006,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,12,39.6,24.1,Europe
1821,Serbia,2007,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,13,41.9,27.2,Europe
1822,Serbia,2008,4,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,14,42.7,29.3,Europe
1823,Serbia,2009,3,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,15,45.2,32.0,Europe
1824,Serbia,2010,1,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,16,45.7,32.5,Europe
1825,Serbia,2011,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,17,46.5,32.7,Europe
1826,Serbia,2012,3,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,18,47.2,31.5,Europe
1827,Serbia,2013,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,19,45.3,30.9,Europe
1828,Serbia,2014,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,20,45.6,30.8,Europe
1829,Serbia,2015,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,21,46.1,31.8,Europe
1830,Serbia,2016,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,22,47.2,30.6,Europe
1831,Serbia,2017,1,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,23,50.0,31.0,Europe
1832,Serbia,2018,2,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,24,53.8,36.2,Europe
1833,Serbia,2019,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,25,59.8,39.3,Europe
1834,Serbia,2020,0,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,26,65.4,38.0,Europe
1835,Serbia,2021,1,77500000,0.0047,Serbia,36.8,50.4,76.6,58.6,27,67.1,38.5,Europe
1836,Slovakia,1994,1,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,0,22.9,3.2,Europe
1837,Slovakia,1995,3,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,1,22.8,3.1,Europe
1838,Slovakia,1996,5,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,2,26.8,3.1,Europe
1839,Slovakia,1997,4,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,3,28.0,3.6,Europe
1840,Slovakia,1998,2,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,4,26.0,7.4,Europe
1841,Slovakia,1999,1,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,5,25.0,8.9,Europe
1842,Slovakia,2000,1,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,6,24.5,10.4,Europe
1843,Slovakia,2001,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,7,24.0,12.0,Europe
1844,Slovakia,2002,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,8,26.5,13.7,Europe
1845,Slovakia,2003,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,9,31.8,16.4,Europe
1846,Slovakia,2004,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,10,35.5,19.2,Europe
1847,Slovakia,2005,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,11,37.7,21.0,Europe
1848,Slovakia,2006,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,12,39.6,24.1,Europe
1849,Slovakia,2007,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,13,41.9,27.2,Europe
1850,Slovakia,2008,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,14,42.7,29.3,Europe
1851,Slovakia,2009,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,15,45.2,32.0,Europe
1852,Slovakia,2010,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,16,45.7,32.5,Europe
1853,Slovakia,2011,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,17,46.5,32.7,Europe
1854,Slovakia,2012,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,18,47.2,31.5,Europe
1855,Slovakia,2013,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,19,45.3,30.9,Europe
1856,Slovakia,2014,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,20,45.6,30.8,Europe
1857,Slovakia,2015,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,21,46.1,31.8,Europe
1858,Slovakia,2016,1,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,22,47.2,30.6,Europe
1859,Slovakia,2017,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,23,50.0,31.0,Europe
1860,Slovakia,2018,1,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,24,53.8,36.2,Europe
1861,Slovakia,2019,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,25,59.8,39.3,Europe
1862,Slovakia,2020,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,26,65.4,38.0,Europe
1863,Slovakia,2021,0,9000000,0.0005,Slovakia,55.8,70.6,79.2,84.5,27,67.1,38.5,Europe
1864,South Africa,1994,174,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,0,22.9,3.2,Sub-Saharan Africa
1865,South Africa,1995,32,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,1,22.8,3.1,Sub-Saharan Africa
1866,South Africa,1996,47,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,2,26.8,3.1,Sub-Saharan Africa
1867,South Africa,1997,17,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,3,28.0,3.6,Sub-Saharan Africa
1868,South Africa,1998,6,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,4,26.0,7.4,Sub-Saharan Africa
1869,South Africa,1999,17,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,5,25.0,8.9,Sub-Saharan Africa
1870,South Africa,2000,21,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,6,24.5,10.4,Sub-Saharan Africa
1871,South Africa,2001,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,7,24.0,12.0,Sub-Saharan Africa
1872,South Africa,2002,8,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,8,26.5,13.7,Sub-Saharan Africa
1873,South Africa,2003,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,9,31.8,16.4,Sub-Saharan Africa
1874,South Africa,2004,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,10,35.5,19.2,Sub-Saharan Africa
1875,South Africa,2005,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,11,37.7,21.0,Sub-Saharan Africa
1876,South Africa,2006,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,12,39.6,24.1,Sub-Saharan Africa
1877,South Africa,2007,2,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,13,41.9,27.2,Sub-Saharan Africa
1878,South Africa,2008,1,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,14,42.7,29.3,Sub-Saharan Africa
1879,South Africa,2009,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,15,45.2,32.0,Sub-Saharan Africa
1880,South Africa,2010,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,16,45.7,32.5,Sub-Saharan Africa
1881,South Africa,2011,0,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,17,46.5,32.7,Sub-Saharan Africa
1882,South Africa,2012,4,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,18,47.2,31.5,Sub-Saharan Africa
1883,South Africa,2013,13,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,19,45.3,30.9,Sub-Saharan Africa
1884,South Africa,2014,20,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,20,45.6,30.8,Sub-Saharan Africa
1885,South Africa,2015,5,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,21,46.1,31.8,Sub-Saharan Africa
1886,South Africa,2016,27,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,22,47.2,30.6,Sub-Saharan Africa
1887,South Africa,2017,29,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,23,50.0,31.0,Sub-Saharan Africa
1888,South Africa,2018,41,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,24,53.8,36.2,Sub-Saharan Africa
1889,South Africa,2019,23,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,25,59.8,39.3,Sub-Saharan Africa
1890,South Africa,2020,17,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,26,65.4,38.0,Sub-Saharan Africa
1891,South Africa,2021,15,15000000,0.0009,South Africa,48.0,58.3,72.4,44.7,27,67.1,38.5,Sub-Saharan Africa
1892,Spain,1994,55,150000000,0.009,Spain,64.0,73.6,84.2,87.2,0,22.9,3.2,Europe
1893,Spain,1995,44,150000000,0.009,Spain,64.0,73.6,84.2,87.2,1,22.8,3.1,Europe
1894,Spain,1996,63,150000000,0.009,Spain,64.0,73.6,84.2,87.2,2,26.8,3.1,Europe
1895,Spain,1997,86,150000000,0.009,Spain,64.0,73.6,84.2,87.2,3,28.0,3.6,Europe
1896,Spain,1998,17,150000000,0.009,Spain,64.0,73.6,84.2,87.2,4,26.0,7.4,Europe
1897,Spain,1999,47,150000000,0.009,Spain,64.0,73.6,84.2,87.2,5,25.0,8.9,Europe
1898,Spain,2000,112,150000000,0.009,Spain,64.0,73.6,84.2,87.2,6,24.5,10.4,Europe
1899,Spain,2001,79,150000000,0.009,Spain,64.0,73.6,84.2,87.2,7,24.0,12.0,Europe
1900,Spain,2002,41,150000000,0.009,Spain,64.0,73.6,84.2,87.2,8,26.5,13.7,Europe
1901,Spain,2003,21,150000000,0.009,Spain,64.0,73.6,84.2,87.2,9,31.8,16.4,Europe
1902,Spain,2004,31,150000000,0.009,Spain,64.0,73.6,84.2,87.2,10,35.5,19.2,Europe
1903,Spain,2005,24,150000000,0.009,Spain,64.0,73.6,84.2,87.2,11,37.7,21.0,Europe
1904,Spain,2006,23,150000000,0.009,Spain,64.0,73.6,84.2,87.2,12,39.6,24.1,Europe
1905,Spain,2007,11,150000000,0.009,Spain,64.0,73.6,84.2,87.2,13,41.9,27.2,Europe
1906,Spain,2008,37,150000000,0.009,Spain,64.0,73.6,84.2,87.2,14,42.7,29.3,Europe
1907,Spain,2009,21,150000000,0.009,Spain,64.0,73.6,84.2,87.2,15,45.2,32.0,Europe
1908,Spain,2010,3,150000000,0.009,Spain,64.0,73.6,84.2,87.2,16,45.7,32.5,Europe
1909,Spain,2011,0,150000000,0.009,Spain,64.0,73.6,84.2,87.2,17,46.5,32.7,Europe
1910,Spain,2012,1,150000000,0.009,Spain,64.0,73.6,84.2,87.2,18,47.2,31.5,Europe
1911,Spain,2013,5,150000000,0.009,Spain,64.0,73.6,84.2,87.2,19,45.3,30.9,Europe
1912,Spain,2014,4,150000000,0.009,Spain,64.0,73.6,84.2,87.2,20,45.6,30.8,Europe
1913,Spain,2015,1,150000000,0.009,Spain,64.0,73.6,84.2,87.2,21,46.1,31.8,Europe
1914,Spain,2016,3,150000000,0.009,Spain,64.0,73.6,84.2,87.2,22,47.2,30.6,Europe
1915,Spain,2017,4,150000000,0.009,Spain,64.0,73.6,84.2,87.2,23,50.0,31.0,Europe
1916,Spain,2018,2,150000000,0.009,Spain,64.0,73.6,84.2,87.2,24,53.8,36.2,Europe
1917,Spain,2019,4,150000000,0.009,Spain,64.0,73.6,84.2,87.2,25,59.8,39.3,Europe
1918,Spain,2020,0,150000000,0.009,Spain,64.0,73.6,84.2,87.2,26,65.4,38.0,Europe
1919,Spain,2021,2,150000000,0.009,Spain,64.0,73.6,84.2,87.2,27,67.1,38.5,Europe
1920,Sudan,1994,5,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,0,22.9,3.2,Sub-Saharan Africa
1921,Sudan,1995,4,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,1,22.8,3.1,Sub-Saharan Africa
1922,Sudan,1996,10,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,2,26.8,3.1,Sub-Saharan Africa
1923,Sudan,1997,3,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,3,28.0,3.6,Sub-Saharan Africa
1924,Sudan,1998,0,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,4,26.0,7.4,Sub-Saharan Africa
1925,Sudan,1999,5,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,5,25.0,8.9,Sub-Saharan Africa
1926,Sudan,2000,7,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,6,24.5,10.4,Sub-Saharan Africa
1927,Sudan,2001,9,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,7,24.0,12.0,Sub-Saharan Africa
1928,Sudan,2002,13,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,8,26.5,13.7,Sub-Saharan Africa
1929,Sudan,2003,0,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,9,31.8,16.4,Sub-Saharan Africa
1930,Sudan,2004,5,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,10,35.5,19.2,Sub-Saharan Africa
1931,Sudan,2005,6,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,11,37.7,21.0,Sub-Saharan Africa
1932,Sudan,2006,24,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,12,39.6,24.1,Sub-Saharan Africa
1933,Sudan,2007,23,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,13,41.9,27.2,Sub-Saharan Africa
1934,Sudan,2008,32,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,14,42.7,29.3,Sub-Saharan Africa
1935,Sudan,2009,26,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,15,45.2,32.0,Sub-Saharan Africa
1936,Sudan,2010,28,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,16,45.7,32.5,Sub-Saharan Africa
1937,Sudan,2011,38,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,17,46.5,32.7,Sub-Saharan Africa
1938,Sudan,2012,40,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,18,47.2,31.5,Sub-Saharan Africa
1939,Sudan,2013,46,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,19,45.3,30.9,Sub-Saharan Africa
1940,Sudan,2014,157,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,20,45.6,30.8,Sub-Saharan Africa
1941,Sudan,2015,158,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,21,46.1,31.8,Sub-Saharan Africa
1942,Sudan,2016,173,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,22,47.2,30.6,Sub-Saharan Africa
1943,Sudan,2017,106,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,23,50.0,31.0,Sub-Saharan Africa
1944,Sudan,2018,42,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,24,53.8,36.2,Sub-Saharan Africa
1945,Sudan,2019,26,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,25,59.8,39.3,Sub-Saharan Africa
1946,Sudan,2020,33,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,26,65.4,38.0,Sub-Saharan Africa
1947,Sudan,2021,13,5000000000,0.3,Sudan,19.5,4.8,29.6,12.5,27,67.1,38.5,Sub-Saharan Africa
1948,Suriname,1994,1,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,0,22.9,3.2,Americas
1949,Suriname,1995,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,1,22.8,3.1,Americas
1950,Suriname,1996,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,2,26.8,3.1,Americas
1951,Suriname,1997,2,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,3,28.0,3.6,Americas
1952,Suriname,1998,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,4,26.0,7.4,Americas
1953,Suriname,1999,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,5,25.0,8.9,Americas
1954,Suriname,2000,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,6,24.5,10.4,Americas
1955,Suriname,2001,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,7,24.0,12.0,Americas
1956,Suriname,2002,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,8,26.5,13.7,Americas
1957,Suriname,2003,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,9,31.8,16.4,Americas
1958,Suriname,2004,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,10,35.5,19.2,Americas
1959,Suriname,2005,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,11,37.7,21.0,Americas
1960,Suriname,2006,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,12,39.6,24.1,Americas
1961,Suriname,2007,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,13,41.9,27.2,Americas
1962,Suriname,2008,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,14,42.7,29.3,Americas
1963,Suriname,2009,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,15,45.2,32.0,Americas
1964,Suriname,2010,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,16,45.7,32.5,Americas
1965,Suriname,2011,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,17,46.5,32.7,Americas
1966,Suriname,2012,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,18,47.2,31.5,Americas
1967,Suriname,2013,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,19,45.3,30.9,Americas
1968,Suriname,2014,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,20,45.6,30.8,Americas
1969,Suriname,2015,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,21,46.1,31.8,Americas
1970,Suriname,2016,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,22,47.2,30.6,Americas
1971,Suriname,2017,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,23,50.0,31.0,Americas
1972,Suriname,2018,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,24,53.8,36.2,Americas
1973,Suriname,2019,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,25,59.8,39.3,Americas
1974,Suriname,2020,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,26,65.4,38.0,Americas
1975,Suriname,2021,0,99980000,0.0061,Suriname,38.1,45.4,64.2,41.9,27,67.1,38.5,Americas
1976,Taiwan,1994,5,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,0,22.9,3.2,Asia-Pacific
1977,Taiwan,1995,4,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,1,22.8,3.1,Asia-Pacific
1978,Taiwan,1996,5,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,2,26.8,3.1,Asia-Pacific
1979,Taiwan,1997,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,3,28.0,3.6,Asia-Pacific
1980,Taiwan,1998,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,4,26.0,7.4,Asia-Pacific
1981,Taiwan,1999,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,5,25.0,8.9,Asia-Pacific
1982,Taiwan,2000,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,6,24.5,10.4,Asia-Pacific
1983,Taiwan,2001,2,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,7,24.0,12.0,Asia-Pacific
1984,Taiwan,2002,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,8,26.5,13.7,Asia-Pacific
1985,Taiwan,2003,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,9,31.8,16.4,Asia-Pacific
1986,Taiwan,2004,2,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,10,35.5,19.2,Asia-Pacific
1987,Taiwan,2005,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,11,37.7,21.0,Asia-Pacific
1988,Taiwan,2006,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,12,39.6,24.1,Asia-Pacific
1989,Taiwan,2007,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,13,41.9,27.2,Asia-Pacific
1990,Taiwan,2008,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,14,42.7,29.3,Asia-Pacific
1991,Taiwan,2009,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,15,45.2,32.0,Asia-Pacific
1992,Taiwan,2010,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,16,45.7,32.5,Asia-Pacific
1993,Taiwan,2011,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,17,46.5,32.7,Asia-Pacific
1994,Taiwan,2012,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,18,47.2,31.5,Asia-Pacific
1995,Taiwan,2013,2,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,19,45.3,30.9,Asia-Pacific
1996,Taiwan,2014,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,20,45.6,30.8,Asia-Pacific
1997,Taiwan,2015,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,21,46.1,31.8,Asia-Pacific
1998,Taiwan,2016,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,22,47.2,30.6,Asia-Pacific
1999,Taiwan,2017,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,23,50.0,31.0,Asia-Pacific
2000,Taiwan,2018,3,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,24,53.8,36.2,Asia-Pacific
2001,Taiwan,2019,1,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,25,59.8,39.3,Asia-Pacific
2002,Taiwan,2020,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,26,65.4,38.0,Asia-Pacific
2003,Taiwan,2021,0,2380000,0.0001,Taiwan,73.4,94.0,86.4,82.2,27,67.1,38.5,Asia-Pacific
2004,Tajikistan,1994,31,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,0,22.9,3.2,Asia-Pacific
2005,Tajikistan,1995,34,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,1,22.8,3.1,Asia-Pacific
2006,Tajikistan,1996,22,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,2,26.8,3.1,Asia-Pacific
2007,Tajikistan,1997,40,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,3,28.0,3.6,Asia-Pacific
2008,Tajikistan,1998,11,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,4,26.0,7.4,Asia-Pacific
2009,Tajikistan,1999,4,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,5,25.0,8.9,Asia-Pacific
2010,Tajikistan,2000,6,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,6,24.5,10.4,Asia-Pacific
2011,Tajikistan,2001,6,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,7,24.0,12.0,Asia-Pacific
2012,Tajikistan,2002,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,8,26.5,13.7,Asia-Pacific
2013,Tajikistan,2003,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,9,31.8,16.4,Asia-Pacific
2014,Tajikistan,2004,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,10,35.5,19.2,Asia-Pacific
2015,Tajikistan,2005,1,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,11,37.7,21.0,Asia-Pacific
2016,Tajikistan,2006,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,12,39.6,24.1,Asia-Pacific
2017,Tajikistan,2007,1,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,13,41.9,27.2,Asia-Pacific
2018,Tajikistan,2008,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,14,42.7,29.3,Asia-Pacific
2019,Tajikistan,2009,1,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,15,45.2,32.0,Asia-Pacific
2020,Tajikistan,2010,1,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,16,45.7,32.5,Asia-Pacific
2021,Tajikistan,2011,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,17,46.5,32.7,Asia-Pacific
2022,Tajikistan,2012,5,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,18,47.2,31.5,Asia-Pacific
2023,Tajikistan,2013,0,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,19,45.3,30.9,Asia-Pacific
2024,Tajikistan,2014,1,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,20,45.6,30.8,Asia-Pacific
2025,Tajikistan,2015,3,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,21,46.1,31.8,Asia-Pacific
2026,Tajikistan,2016,2,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,22,47.2,30.6,Asia-Pacific
2027,Tajikistan,2017,2,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,23,50.0,31.0,Asia-Pacific
2028,Tajikistan,2018,3,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,24,53.8,36.2,Asia-Pacific
2029,Tajikistan,2019,2,12000000,0.0007,Tajikistan,17.3,12.4,72.2,29.4,25,59.8,39.3,Asia-Pacific
